ID,Income,Debt,Credit_History_Length,Number_of_Credit_Accounts,Credit_Utilization,Payment_History,Loan_Type,Default_History,Employment_Status,Age,Residence_Status,Education_Level,Marital_Status,Number_of_Dependents,Recent_Credit_Inquiries,Existing_Savings,CIBIL_Score
590,24798,12242,19,7,0.658197446492858,44.0597807897663,Credit Card,5,Unemployed,29,Mortgaged,Bachelor’s,Married,3,2,14896,300
591,97295,46450,5,10,0.22351196278131,36.3711756701669,Auto Loan,0,Self-employed,46,Owned,Master’s,Single,1,3,32329,328.447724890286
592,95078,26129,15,7,0.525992944911686,35.6929628180365,Personal Loan,1,Unemployed,37,Rented,Master’s,Single,0,2,80015,432.987520251183
593,58816,9604,6,6,0.115500149596453,43.7966377442109,Home Loan,2,Unemployed,61,Rented,Bachelor’s,Divorced,2,1,53167,391.538970579127
594,62347,38803,4,7,0.511225916670182,53.7726855520039,Credit Card,5,Salaried,42,Owned,Master’s,Single,1,1,2003,300
595,113718,45022,4,4,0.346284668868343,63.5007339118117,Auto Loan,0,Unemployed,48,Rented,Doctorate,Divorced,1,0,21773,307.823900069072
596,36284,39652,7,10,0.702893892702964,15.6383650967704,Home Loan,1,Self-employed,49,Mortgaged,Doctorate,Single,4,3,48554,300
597,60795,44293,4,3,0.103814573312767,36.1678638337366,Home Loan,0,Self-employed,29,Mortgaged,Bachelor’s,Divorced,1,4,721,300
598,105979,44467,18,6,0.922272225241068,35.53553844512,Auto Loan,2,Salaried,53,Owned,High School,Divorced,4,0,78864,300
599,36648,9782,10,10,0.974279424280577,16.7782427513319,Auto Loan,3,Self-employed,55,Rented,Doctorate,Single,2,2,54559,300
600,82712,2466,11,7,0.944156034706651,3.15518643279036,Auto Loan,3,Self-employed,31,Mortgaged,Bachelor’s,Single,1,3,11184,344.973323079064
601,116151,31009,14,2,0.742096362041047,92.368656362431,Auto Loan,3,Unemployed,47,Rented,Master’s,Single,4,0,58465,300
602,130543,43679,8,10,0.566667451291153,79.7722715812936,Auto Loan,0,Salaried,29,Owned,High School,Divorced,1,0,22209,381.853057328198
603,129896,34667,1,9,0.577546181827933,96.4527433421703,Credit Card,5,Unemployed,43,Rented,Master’s,Married,1,2,25070,300
604,25802,16795,16,10,0.839927247782684,0.0438685468925559,Credit Card,2,Self-employed,58,Owned,Master’s,Married,3,0,89875,359.255542828511
605,37537,43536,17,8,0.773147646081525,96.5750916041822,Credit Card,5,Unemployed,28,Mortgaged,Doctorate,Divorced,4,1,64175,300
606,82553,4686,17,4,0.521605812086879,18.1620069955742,Credit Card,3,Salaried,33,Rented,High School,Married,1,0,36323,428.525755622433
607,74256,11684,15,8,0.894170022626675,8.00570025454783,Home Loan,4,Unemployed,25,Rented,Master’s,Divorced,1,5,85403,300
608,39372,47256,15,9,0.0222730003424394,38.3107914104241,Home Loan,5,Salaried,59,Mortgaged,Bachelor’s,Divorced,0,2,38740,300
609,111495,4977,3,3,0.47570583280282,49.0092313190944,Auto Loan,4,Salaried,26,Owned,High School,Divorced,3,0,36520,300
610,64345,31246,9,6,0.819398002053862,54.3336324796381,Home Loan,2,Self-employed,56,Rented,Master’s,Single,1,0,33089,300
611,59710,24790,14,2,0.79315645779378,27.065298510663,Auto Loan,0,Unemployed,30,Owned,Bachelor’s,Single,3,5,32390,400.07367014262
612,141324,14795,3,7,0.239314157581355,35.9477465592495,Home Loan,5,Salaried,40,Owned,Bachelor’s,Divorced,1,0,81543,300
613,35710,7112,7,1,0.87967591449644,17.7744844821846,Personal Loan,2,Self-employed,58,Owned,Bachelor’s,Divorced,5,4,14160,300
614,101866,29250,8,6,0.235789387407019,75.801891424804,Auto Loan,4,Salaried,59,Rented,Bachelor’s,Married,3,3,85307,300
615,50254,6230,15,8,0.714283290741771,45.7981811274585,Home Loan,1,Self-employed,28,Rented,Master’s,Divorced,1,1,35244,493.823428156219
616,79230,20696,11,1,0.912764537417825,71.9027795773708,Credit Card,2,Unemployed,29,Mortgaged,High School,Married,3,5,42658,309.014936046903
617,101079,39540,18,1,0.822059102400243,36.9178071956984,Personal Loan,2,Unemployed,35,Owned,Master’s,Single,0,5,14276,300
618,104649,23997,1,8,0.596157566186681,89.9538912503808,Auto Loan,3,Self-employed,50,Owned,Doctorate,Single,4,1,39010,300
619,50620,41465,13,2,0.91959382173206,29.4026970261066,Credit Card,4,Self-employed,46,Mortgaged,Master’s,Single,3,2,99973,300
620,80954,43891,13,7,0.545829275430817,49.8933855791396,Personal Loan,3,Salaried,48,Rented,Doctorate,Divorced,1,3,55424,300
621,37926,1931,14,10,0.553648950279953,18.6575779466145,Credit Card,1,Self-employed,24,Rented,High School,Divorced,1,2,65490,509.592893945312
622,97101,9359,17,6,0.434364718100677,5.5355873632691,Home Loan,0,Unemployed,25,Mortgaged,Bachelor’s,Married,2,0,17385,577.270321871567
623,80233,42193,6,4,0.247790066760433,4.1625295676141,Auto Loan,1,Salaried,60,Owned,Master’s,Single,1,2,11399,300
624,85094,12019,15,6,0.0184671797718883,14.6387448053373,Home Loan,2,Unemployed,24,Mortgaged,Doctorate,Married,0,0,4492,482.106987758813
625,56722,47479,5,1,0.690382512145824,39.8684779085034,Personal Loan,2,Salaried,26,Rented,Bachelor’s,Married,2,5,49372,300
626,80276,33314,2,6,0.888550931909087,19.5601254921209,Auto Loan,4,Salaried,54,Rented,Doctorate,Divorced,0,2,38601,300
627,83549,44232,15,9,0.300449250062996,64.0654118842877,Auto Loan,5,Unemployed,41,Owned,Master’s,Single,2,2,39735,300
628,101588,6228,13,5,0.0762008245654978,31.2214632718919,Personal Loan,5,Unemployed,21,Rented,Master’s,Single,2,4,4270,349.57598251273
629,105845,2752,20,2,0.859990693853627,76.1664041453906,Personal Loan,1,Self-employed,34,Mortgaged,Master’s,Divorced,2,3,15336,568.887466020666
630,87104,39403,14,8,0.567120078408059,50.7366069004567,Home Loan,1,Self-employed,55,Owned,Doctorate,Married,3,5,39060,359.710628942756
631,119416,16020,11,2,0.194025783397939,58.9035109136969,Auto Loan,0,Unemployed,37,Owned,High School,Divorced,0,2,21307,529.559843783721
632,119083,1474,8,10,0.39941143218305,90.1811890182174,Auto Loan,0,Self-employed,33,Mortgaged,Bachelor’s,Married,0,4,84065,607.16811795747
633,28475,42255,13,8,0.927519013779239,90.5447822145283,Home Loan,5,Self-employed,50,Mortgaged,Master’s,Single,3,2,3597,300
634,20561,20328,5,7,0.565280398941405,18.8947021427638,Personal Loan,5,Unemployed,65,Owned,Master’s,Single,0,3,26408,300
635,65564,33131,6,7,0.578613551182692,21.5657161112471,Personal Loan,4,Salaried,50,Rented,Doctorate,Single,1,2,53311,300
636,123446,25615,10,9,0.113817005188354,63.2425362072794,Personal Loan,5,Unemployed,20,Owned,Doctorate,Single,5,0,56123,300
637,29727,25133,14,8,0.120526929274386,13.7271834254593,Credit Card,5,Salaried,33,Owned,High School,Single,0,2,41775,300
638,43219,15727,10,6,0.15048122095303,45.6325559326604,Home Loan,5,Self-employed,24,Rented,Master’s,Single,2,2,74032,300
639,76496,33649,17,2,0.0616342077203586,79.5515299964399,Home Loan,2,Unemployed,38,Owned,Master’s,Divorced,2,4,98214,396.364677559517
640,47260,16314,19,10,0.687358819620116,2.26025322784249,Credit Card,5,Salaried,37,Rented,Doctorate,Divorced,4,1,3030,300
641,114563,43026,10,5,0.302555682329652,20.722090317886,Home Loan,1,Unemployed,30,Mortgaged,Doctorate,Single,2,1,56081,316.350810259311
642,57873,20011,3,1,0.0801699275717817,69.4142423151924,Home Loan,3,Salaried,32,Owned,High School,Divorced,1,1,50559,300
643,129386,15364,5,10,0.862720867912541,34.705595712637,Credit Card,0,Salaried,58,Owned,Doctorate,Married,1,1,12565,440.518044398398
644,52258,21198,18,6,0.100384352147422,75.805846124064,Personal Loan,4,Self-employed,61,Rented,High School,Divorced,4,3,59514,366.713154513956
645,26505,11474,5,8,0.0960351024119479,70.6395122805847,Home Loan,3,Self-employed,52,Owned,Bachelor’s,Divorced,2,0,65225,326.016245899098
646,112392,7248,6,5,0.620383942625224,55.9547922413918,Auto Loan,0,Self-employed,51,Rented,Bachelor’s,Married,0,5,55435,489.627001858174
647,66900,6261,15,10,0.814540013772364,66.7912314210947,Home Loan,2,Unemployed,35,Rented,Bachelor’s,Divorced,3,4,59711,465.236614333311
648,110313,14998,12,6,0.340701418769958,68.4157667117682,Auto Loan,3,Self-employed,53,Rented,Master’s,Single,2,2,78678,398.689741478888
649,54131,17174,15,2,0.0818492913312955,25.7497860200298,Home Loan,0,Self-employed,32,Mortgaged,Bachelor’s,Single,5,5,26970,514.907297210219
650,118775,24679,20,8,0.749692656211493,29.8482379367264,Home Loan,1,Salaried,18,Owned,Doctorate,Married,4,2,28248,485.743186680547
651,139626,6295,18,4,0.0691881626772801,58.4200710481814,Auto Loan,5,Self-employed,47,Rented,High School,Married,1,2,88576,433.900219256363
652,47292,7273,8,2,0.399688336731503,72.9482412560252,Personal Loan,1,Unemployed,21,Owned,Doctorate,Single,0,5,61738,431.668286954862
653,105472,34158,7,2,0.471311943573221,24.8541713749184,Credit Card,4,Self-employed,38,Owned,Bachelor’s,Divorced,3,0,52773,300
654,40863,2417,19,8,0.636439033271721,2.79581686105119,Auto Loan,0,Salaried,45,Owned,Master’s,Divorced,2,5,6330,582.911005103354
655,116083,41551,4,10,0.893945760205977,52.040945715822,Personal Loan,3,Self-employed,19,Owned,Bachelor’s,Divorced,5,4,89245,300
656,98708,20465,4,7,0.960546263385979,82.9960359751984,Credit Card,1,Unemployed,29,Mortgaged,Doctorate,Single,2,1,80251,333.923724982335
657,67887,9045,7,9,0.896880436075769,59.5165767424607,Home Loan,5,Unemployed,45,Owned,Master’s,Single,5,1,66772,300
658,37184,15535,9,8,0.729973216661911,36.6318768812893,Auto Loan,1,Unemployed,59,Rented,Master’s,Divorced,4,3,90583,372.432950107787
659,116476,17726,14,3,0.0896053400981968,59.6475057905542,Personal Loan,2,Unemployed,63,Owned,Doctorate,Married,0,3,94873,464.883885552124
660,117137,38190,16,9,0.299426855457677,38.4014514286728,Credit Card,4,Unemployed,33,Rented,Doctorate,Divorced,3,2,6159,300
661,42278,12058,7,6,0.489518472535074,36.0710315603135,Credit Card,0,Unemployed,46,Rented,High School,Single,4,3,36816,436.979001859983
662,88350,25736,1,4,0.78073597007622,18.9898663160796,Auto Loan,4,Self-employed,45,Rented,Master’s,Single,5,4,25589,300
663,120895,34412,14,2,0.656847102994301,19.6327062570798,Auto Loan,3,Self-employed,64,Rented,Master’s,Married,1,5,7508,300
664,86514,22330,19,10,0.310249745411655,67.6185729999201,Personal Loan,5,Unemployed,22,Rented,High School,Married,3,5,1437,338.810311958795
665,144621,29103,18,5,0.638441194716076,99.1329780526205,Auto Loan,0,Salaried,44,Rented,Bachelor’s,Divorced,5,4,31673,541.621369554703
666,115926,39121,19,6,0.731348278818435,55.2676531729909,Auto Loan,3,Unemployed,63,Mortgaged,Bachelor’s,Married,0,5,34484,306.177998704652
667,23378,9715,2,6,0.177715181183744,84.2167078305427,Auto Loan,2,Salaried,34,Mortgaged,Doctorate,Divorced,2,4,96313,341.34716913023
668,51999,33452,15,8,0.757923928146642,52.5297255634491,Personal Loan,2,Unemployed,20,Owned,Master’s,Single,0,2,87248,307.87846996706
669,20612,8742,8,7,0.62876073373682,51.366117737947,Credit Card,2,Salaried,43,Mortgaged,High School,Single,3,0,43503,347.838318828625
670,134112,49645,20,4,0.404542426799567,50.4734397612641,Personal Loan,1,Unemployed,48,Mortgaged,Bachelor’s,Single,2,0,63593,395.965477200675
671,32752,39419,5,6,0.196046474929174,20.7158886709824,Home Loan,1,Unemployed,55,Mortgaged,Doctorate,Married,3,4,80539,300
672,50114,17433,2,4,0.505753815776205,42.7912209512759,Personal Loan,5,Salaried,21,Owned,Bachelor’s,Divorced,0,1,93043,300
673,110655,3059,2,9,0.833994638690953,3.60772560052454,Personal Loan,5,Salaried,28,Owned,Master’s,Divorced,1,5,14527,300
674,125258,19063,12,6,0.745744711175128,87.1626152979022,Credit Card,2,Salaried,56,Owned,Doctorate,Divorced,1,4,59888,407.197169864772
675,75701,22923,7,8,0.837223298362895,34.2886218859944,Auto Loan,5,Unemployed,27,Owned,Doctorate,Single,3,5,10548,300
676,39737,25431,17,8,0.281954076419283,15.7773525750734,Home Loan,5,Salaried,57,Mortgaged,Bachelor’s,Married,5,0,39436,300
677,133027,25909,12,5,0.364133683804702,61.0073506703024,Personal Loan,2,Self-employed,53,Mortgaged,Master’s,Married,0,4,38942,398.229973621348
678,97853,34859,7,3,0.528142370759318,95.9208689220193,Auto Loan,5,Self-employed,23,Mortgaged,Bachelor’s,Divorced,2,1,53773,300
679,39512,16565,17,7,0.228039291110018,64.0974229225038,Credit Card,4,Salaried,55,Mortgaged,Bachelor’s,Divorced,5,2,42906,357.761115683584
680,109803,10472,1,2,0.830626736274374,15.2543616759036,Auto Loan,2,Unemployed,26,Rented,Bachelor’s,Single,5,1,78757,300
681,138265,16255,5,7,0.929459584842432,4.36610047376905,Auto Loan,1,Self-employed,54,Rented,High School,Divorced,4,2,89551,355.138758419308
682,51845,1453,3,6,0.658800577458234,81.4844018651343,Credit Card,3,Self-employed,20,Mortgaged,Master’s,Divorced,5,1,16650,312.160476520077
683,80491,37925,1,7,0.160592595643816,0.72238076707557,Home Loan,1,Salaried,36,Owned,Bachelor’s,Divorced,3,3,59573,300
684,103775,39601,17,10,0.310913850316742,56.6998650087417,Home Loan,2,Unemployed,21,Owned,Master’s,Divorced,3,0,85199,388.43688080603
685,70177,14520,3,5,0.540742177086689,54.8950866913322,Home Loan,3,Salaried,28,Owned,Master’s,Divorced,0,1,51593,300
686,117046,28638,15,1,0.822583331261724,23.1150023784012,Personal Loan,3,Self-employed,31,Mortgaged,Bachelor’s,Single,3,5,50496,300
687,28525,33183,5,1,0.567166109711944,19.2451367313161,Home Loan,5,Salaried,28,Rented,Bachelor’s,Divorced,3,3,79245,300
688,96688,6342,6,3,0.972632799021869,34.9494255103695,Credit Card,3,Unemployed,29,Mortgaged,Bachelor’s,Married,4,2,64698,300
689,101078,11683,7,1,0.807655114481048,50.4146290272923,Personal Loan,0,Salaried,49,Mortgaged,Doctorate,Married,4,3,19806,428.412136398875
690,104691,5786,19,1,0.244227715384317,60.5948475004713,Credit Card,4,Salaried,64,Rented,Bachelor’s,Married,1,5,3593,441.738652211804
691,61582,6384,20,1,0.94034335023428,78.708505231595,Personal Loan,3,Salaried,63,Mortgaged,High School,Divorced,3,4,83863,409.454584259036
692,88452,26114,15,8,0.00421441835453651,34.9018185636898,Personal Loan,1,Unemployed,41,Rented,Bachelor’s,Divorced,2,2,59924,485.427467446391
693,62932,14259,4,3,0.156000926021052,69.5633533140277,Credit Card,5,Unemployed,47,Mortgaged,Master’s,Divorced,0,5,17928,300
694,21714,1973,13,1,0.246480238635327,20.9890126059232,Home Loan,1,Self-employed,41,Owned,Master’s,Married,3,3,99087,475.457482439429
695,32913,40070,1,9,0.884203182650268,43.5690172852863,Auto Loan,1,Salaried,24,Rented,High School,Married,3,0,14448,300
696,95213,1571,19,5,0.706596225424754,55.5759350308336,Personal Loan,0,Unemployed,63,Mortgaged,Master’s,Divorced,1,0,48645,627.748678306275
697,117785,20383,11,6,0.646764306005689,52.7495233642824,Home Loan,2,Salaried,24,Owned,Doctorate,Divorced,0,2,54339,378.306664414906
698,103539,41769,20,3,0.70896746528883,34.9100972353065,Auto Loan,4,Unemployed,24,Owned,High School,Married,4,2,30609,300
699,123404,38987,9,1,0.439172154958105,0.155239266337992,Personal Loan,5,Self-employed,44,Owned,Doctorate,Single,0,5,49853,300
700,82992,14402,17,1,0.810657511229176,74.9023947941649,Personal Loan,4,Salaried,30,Owned,Bachelor’s,Single,5,4,58606,314.703446274165
701,122768,42679,17,4,0.309588900873441,36.1762215047139,Credit Card,4,Unemployed,32,Rented,Master’s,Married,0,3,73557,300
702,60968,28009,13,9,0.0422440524221712,24.7724850448056,Home Loan,1,Self-employed,46,Rented,Master’s,Married,3,1,45767,433.762170613519
703,112968,19745,12,10,0.976768827862239,8.4205413836019,Home Loan,3,Unemployed,30,Rented,High School,Married,0,2,30783,303.120387905577
704,47461,36906,4,9,0.790702636899302,82.0642046388639,Auto Loan,2,Unemployed,43,Mortgaged,Bachelor’s,Married,3,3,28202,300
705,32381,18546,1,8,0.274945467773265,43.1772291866576,Credit Card,0,Salaried,50,Mortgaged,Doctorate,Married,5,2,54766,372.951401149336
706,54978,11655,18,8,0.0225024596308121,29.5175027187655,Credit Card,5,Self-employed,23,Owned,Doctorate,Married,3,2,66875,360.885505396302
707,34265,22927,11,9,0.401371906985464,48.8270810570907,Personal Loan,3,Self-employed,45,Rented,Doctorate,Married,1,0,94497,300
708,75815,19088,14,3,0.905717282494197,98.4276594868142,Credit Card,2,Unemployed,40,Rented,Master’s,Married,4,0,47087,368.745434827321
709,67472,47277,3,10,0.683853052542054,81.3297944551974,Personal Loan,5,Self-employed,37,Owned,Bachelor’s,Single,0,1,73968,300
710,33140,14718,18,1,0.594537238283209,91.8467623736125,Home Loan,0,Salaried,23,Mortgaged,Doctorate,Single,5,3,46093,519.972990691819
711,29268,49505,1,5,0.298310091828248,63.9473759225918,Home Loan,5,Salaried,18,Owned,High School,Divorced,3,2,62683,300
712,77972,25410,4,9,0.0188359476691157,60.3030433883605,Credit Card,3,Salaried,18,Owned,Doctorate,Single,5,5,13154,300
713,85297,8994,14,5,0.513116773101943,65.5540049001855,Home Loan,1,Salaried,35,Owned,Master’s,Married,5,3,77190,508.359991806565
714,138443,11610,13,7,0.664070263518816,67.100497266479,Auto Loan,4,Unemployed,18,Mortgaged,Bachelor’s,Married,4,2,40947,366.388555614691
715,115128,22392,12,6,0.0855379898820489,34.2411788323354,Home Loan,1,Salaried,19,Owned,Doctorate,Married,3,5,4311,473.358790427963
716,61801,42831,15,4,0.26596938954623,97.2339152978959,Personal Loan,1,Self-employed,38,Rented,Doctorate,Married,0,4,36681,369.065685360992
717,143343,42457,8,3,0.916053446026995,87.7370402807214,Auto Loan,4,Unemployed,21,Owned,High School,Divorced,2,0,49206,300
718,82567,38412,13,8,0.114144061392456,59.3732101756239,Home Loan,4,Self-employed,53,Owned,Bachelor’s,Married,0,1,68563,300
719,80896,49192,9,9,0.991517644005215,55.2733753179227,Home Loan,4,Salaried,57,Owned,Doctorate,Divorced,1,3,11060,300
720,38362,33154,3,2,0.0706576467849819,93.0404095424612,Home Loan,2,Unemployed,33,Owned,Doctorate,Divorced,3,4,65596,300
721,116664,5222,15,9,0.566679033962313,93.4768866065405,Auto Loan,5,Salaried,48,Rented,Master’s,Married,4,0,91829,386.736539907039
722,89534,9037,3,8,0.207185412588991,32.1776972766589,Auto Loan,4,Unemployed,65,Owned,Doctorate,Married,1,0,61254,300
723,71482,20385,2,10,0.85176281142331,93.8834666862536,Personal Loan,1,Salaried,24,Owned,Master’s,Single,1,2,56373,327.495118867463
724,39462,43078,15,10,0.941776953320726,73.4039887262966,Personal Loan,0,Unemployed,45,Rented,Master’s,Divorced,5,5,85246,353.442299031076
725,113594,43166,20,6,0.606428850442521,77.9954208500761,Auto Loan,1,Unemployed,61,Rented,Master’s,Married,4,4,33662,418.254158714119
726,105966,20314,18,8,0.308999765924069,24.3468823700253,Personal Loan,1,Unemployed,33,Owned,High School,Single,0,5,44289,520.347464592606
727,52295,3295,7,5,0.902232782900967,24.6181628965358,Personal Loan,2,Self-employed,50,Owned,Doctorate,Single,3,2,94459,335.474136491505
728,123876,12940,10,3,0.564351302027024,24.4377639744658,Credit Card,1,Unemployed,52,Owned,Master’s,Married,4,0,44326,438.667751784531
729,38491,38630,9,2,0.529881674732076,43.174943839536,Personal Loan,4,Self-employed,64,Owned,High School,Single,5,1,17450,300
730,53358,41193,16,10,0.121332797031029,10.6673151937098,Credit Card,4,Unemployed,43,Rented,Doctorate,Married,2,4,14745,300
731,123010,45903,17,1,0.501606979033691,83.1266290790678,Credit Card,0,Salaried,43,Owned,Master’s,Divorced,2,0,66981,418.894283302832
732,123673,26046,7,2,0.547837011958463,9.52225255257967,Personal Loan,1,Unemployed,38,Mortgaged,Doctorate,Divorced,0,3,73439,332.19609174711
733,90559,40029,10,5,0.50170183263912,23.6513435359664,Home Loan,1,Self-employed,54,Rented,High School,Married,1,2,29413,300
734,21616,22889,9,2,0.547620936953624,42.4537763396048,Auto Loan,1,Unemployed,37,Mortgaged,Bachelor’s,Married,1,5,46102,316.430461141107
735,23915,4805,7,5,0.69480545226975,79.9012377701577,Personal Loan,3,Self-employed,53,Rented,Bachelor’s,Divorced,1,5,74443,307.388406991437
736,145192,26528,13,4,0.369081601609508,60.4176339092406,Home Loan,2,Self-employed,64,Owned,Bachelor’s,Married,3,1,81377,407.455323460336
737,48419,17496,14,6,0.895603186189072,74.9542469101153,Auto Loan,1,Salaried,18,Rented,High School,Married,4,4,61522,412.716138169484
738,84012,33946,5,2,0.57354013440554,8.01749235266612,Personal Loan,1,Unemployed,25,Owned,Master’s,Married,3,4,61810,300
739,27138,34634,4,5,0.62598850663984,54.1047995666997,Personal Loan,4,Self-employed,61,Rented,Bachelor’s,Divorced,5,1,31039,300
740,103247,7442,13,5,0.481588396154245,48.2767591702494,Personal Loan,0,Salaried,61,Mortgaged,Bachelor’s,Divorced,0,2,10274,562.600873303034
741,94205,8087,10,8,0.551865266034694,49.3540397343065,Auto Loan,4,Salaried,18,Owned,Bachelor’s,Single,1,0,65267,331.858826597017
742,39734,21949,8,6,0.937871080121962,58.6346774352774,Home Loan,4,Salaried,44,Mortgaged,Master’s,Married,5,4,79516,300
743,72171,2845,7,10,0.180705492024535,40.0798659270806,Home Loan,4,Unemployed,43,Rented,Bachelor’s,Married,2,0,30116,355.858383761087
744,106826,4579,19,5,0.740960566151653,68.2646140067709,Auto Loan,3,Salaried,29,Owned,High School,Single,0,2,61378,473.358583721554
745,77445,31904,19,4,0.102999103071232,36.0697763310559,Home Loan,0,Self-employed,50,Rented,High School,Divorced,5,2,53165,509.844977858405
746,147741,25871,16,9,0.302124017245958,26.8136476689056,Auto Loan,5,Salaried,60,Owned,Doctorate,Divorced,0,5,1117,307.333422109857
747,119681,41609,5,7,0.840562409484311,73.0653139097514,Credit Card,1,Self-employed,20,Rented,Master’s,Divorced,1,1,33935,300
748,120442,23415,1,2,0.707150963456682,80.5221546772547,Credit Card,1,Self-employed,58,Rented,Master’s,Single,0,5,3950,302.765647659626
749,48843,22550,7,8,0.00418367762486982,31.6613476376928,Personal Loan,4,Self-employed,19,Mortgaged,Bachelor’s,Divorced,3,0,35724,300
750,130308,19061,8,8,0.153631217460181,97.573628514455,Credit Card,5,Salaried,35,Owned,Master’s,Single,5,4,23092,300
751,122808,10321,4,6,0.651472055368128,11.3738708516419,Credit Card,4,Unemployed,36,Rented,Bachelor’s,Single,2,5,38028,300
752,132484,49426,8,1,0.940075337621027,6.35557380621408,Credit Card,4,Unemployed,65,Mortgaged,Master’s,Divorced,3,2,62671,300
753,27648,4980,14,9,0.364383677155408,39.776401490428,Home Loan,0,Self-employed,22,Mortgaged,High School,Married,2,5,21873,561.981833029673
754,89568,41047,18,1,0.261929517138068,10.5892278160848,Auto Loan,5,Unemployed,22,Owned,Bachelor’s,Divorced,0,1,65563,300
755,62864,20416,12,6,0.263278410398613,72.759288449785,Home Loan,2,Salaried,49,Mortgaged,High School,Divorced,3,3,99654,399.881136518365
756,58702,19103,1,7,0.923653854356329,9.70575862782088,Credit Card,1,Self-employed,33,Owned,High School,Divorced,1,4,33809,300
757,54934,12896,18,5,0.328706381127908,97.662995477945,Personal Loan,5,Self-employed,61,Mortgaged,Master’s,Divorced,5,5,71137,343.103526292848
758,53652,7743,12,4,0.667066539153757,27.3707062375978,Credit Card,1,Unemployed,35,Mortgaged,High School,Single,5,3,52023,434.031699203423
759,70549,23537,6,5,0.47995511397165,49.3259584391884,Auto Loan,2,Unemployed,58,Mortgaged,Doctorate,Married,3,1,33314,300
760,110244,29072,10,4,0.183653059779977,84.0286425439312,Personal Loan,2,Unemployed,34,Mortgaged,Doctorate,Divorced,0,3,75219,371.785015293968
761,135248,10496,7,8,0.537526180175753,58.3240227320649,Credit Card,2,Self-employed,36,Rented,Bachelor’s,Single,0,3,32757,423.094726681791
762,125681,6303,20,10,0.471901024148406,1.42029152550418,Personal Loan,2,Self-employed,57,Rented,High School,Single,1,3,75423,555.792376681245
763,126019,20604,16,2,0.979839366042636,86.3706941112833,Home Loan,4,Salaried,43,Owned,Master’s,Married,0,2,77757,300
764,46384,22075,4,7,0.225023883199761,12.8224896061391,Home Loan,0,Self-employed,52,Owned,Master’s,Single,2,4,64087,379.45652314976
765,69950,27014,6,1,0.187483909195996,6.7562497863061,Personal Loan,5,Unemployed,59,Rented,High School,Married,1,5,50594,300
766,121755,29251,11,4,0.597244977523377,84.8013096535189,Personal Loan,5,Salaried,52,Owned,Bachelor’s,Divorced,3,0,45932,300
767,148146,14648,18,4,0.230641136437321,55.4044871183401,Home Loan,4,Salaried,22,Mortgaged,Bachelor’s,Married,3,3,83578,430.162129915438
768,100046,29748,10,9,0.314669475354967,88.1589087811199,Credit Card,2,Salaried,22,Mortgaged,Bachelor’s,Married,5,5,80811,375.569840188397
769,118302,20964,9,10,0.933249468515751,92.821918795095,Home Loan,5,Self-employed,38,Rented,High School,Single,3,2,77681,300
770,38343,16242,3,8,0.548150108095276,90.5479220541216,Personal Loan,2,Unemployed,49,Owned,Bachelor’s,Single,1,5,80777,304.810950217533
771,54162,13644,1,10,0.638816158128893,72.7374155940484,Auto Loan,5,Unemployed,26,Mortgaged,Doctorate,Single,1,4,90732,300
772,76713,27131,14,1,0.917022994726421,45.8426019489664,Home Loan,0,Self-employed,21,Owned,Doctorate,Married,5,0,52976,391.706001501841
773,100001,17415,20,8,0.651716373125411,78.5707636392032,Credit Card,4,Salaried,25,Mortgaged,Doctorate,Married,2,3,21731,393.706077840394
774,52274,4885,19,4,0.699747025865946,80.9081796884893,Credit Card,3,Unemployed,57,Mortgaged,Master’s,Divorced,3,1,54029,440.903720590983
775,47108,42210,19,8,0.588680262219833,29.8613460573766,Auto Loan,4,Self-employed,21,Mortgaged,Doctorate,Single,1,4,18974,300
776,143576,5932,16,5,0.390467222301351,95.2387616590615,Personal Loan,3,Self-employed,28,Rented,High School,Divorced,5,0,59122,509.629991932729
777,110510,24273,11,3,0.151074314565323,51.1459402910296,Personal Loan,2,Unemployed,53,Owned,Bachelor’s,Married,2,5,79570,387.773872022316
778,22597,48628,6,1,0.724596207491677,95.9866418481768,Credit Card,2,Unemployed,55,Mortgaged,High School,Single,5,4,66381,300
779,31706,40026,10,10,0.527884191442395,12.7071618400666,Auto Loan,5,Self-employed,34,Mortgaged,Doctorate,Married,0,1,37889,300
780,20265,46415,14,9,0.122454749317139,80.3912731764004,Credit Card,4,Self-employed,61,Mortgaged,Master’s,Married,3,4,40288,300
781,39094,15595,18,4,0.437571731312595,6.1840163104232,Personal Loan,1,Salaried,40,Owned,Master’s,Divorced,5,5,42106,457.422501690619
782,129483,16368,2,7,0.880832776477085,10.1235860179914,Auto Loan,3,Salaried,19,Mortgaged,High School,Married,1,4,77817,300
783,149005,11552,13,4,0.314641044660025,74.9713627906102,Auto Loan,4,Unemployed,19,Owned,Master’s,Divorced,5,0,13824,397.598243595969
784,68217,1300,3,1,0.0189087267799455,75.4352467639091,Home Loan,0,Self-employed,31,Mortgaged,Master’s,Married,1,1,75053,509.80475070396
785,117697,17397,15,9,0.794518568544668,49.0329845633379,Personal Loan,2,Unemployed,43,Mortgaged,Master’s,Divorced,0,3,8064,431.544302093869
786,148837,27965,10,4,0.30734743415935,39.1396464335602,Home Loan,5,Unemployed,52,Mortgaged,Master’s,Single,1,0,3009,300
